60.4,17.2,100,2
60.4,25.9,57,2
37.6,18.2,97,2
37.6,17.7,99,2
24.4,9,94,2
24.4,8.6,95,2
22,19.5,98,2
22,25,61,2
20,13.4,90,2
20,16.7,79,2
14.2,6.5,63,2
14.2,6.5,63,2
14.2,10.3,59,2
14.2,10.3,59,2
13.2,17.1,96,2
13.2,22.7,59,2
12.8,15.2,99,2
12.8,17.9,95,2
12,13.8,99,2
12,12.8,89,2
11,14.2,98,2
11,14.2,98,2
11,16.2,79,2
11,16.2,79,2
10.6,5.3,92,2
10.6,6.6,86,2
10,11,86,2
10,10.6,69,2
9.8,14.8,53,2
9.8,14.8,53,2
9.8,16.4,48,2
9.8,16.4,48,2
9.2,9.7,99,2
9.2,11.9,99,2
8.6,6,99,2
8.6,11.2,72,2
8.2,14.7,95,2
8.2,15.8,56,2
6.8,19.2,71,2
6.8,24.2,54,2
5,9,89,2
5,16.5,51,2
4.6,7.1,53,2
4.6,10.8,55,2
4,14.2,80,2
4,19.5,48,2
4,16.4,60,2
4,19.5,48,2
3.4,16.8,84,2
3.4,17.7,74,2
3.2,8.5,83,2
3.2,11,79,2
3,11.2,66,2
3,12,61,2
2.8,7.8,74,2
2.8,9,68,2
2.6,19.1,76,2
2.6,27.4,44,2
2.4,4.9,100,2
2.4,10.1,80,2
2,8.9,82,2
2,8.9,82,2
2,5.7,92,2
2,5.7,92,2
2,11.5,65,0
2,19.1,45,0
2,15.2,69,2
2,15.1,49,2
1.8,9.9,66,2
1.8,17.8,45,2
1.8,18.4,78,2
1.8,21.5,59,2
1.8,13.7,72,2
1.8,13.7,73,2
1.6,10.5,87,2
1.6,12.3,59,2
1.6,15.6,92,2
1.6,16.3,95,2
1.4,11.7,87,2
1.4,11.7,87,2
1.4,10.5,73,2
1.4,10.5,73,2
1.4,16.1,98,2
1.4,10.6,62,2
1.4,16.8,99,2
1.4,12.2,62,2
1,14.9,98,2
1,14.9,98,2
1,23.1,61,2
1,23.1,61,2
0.8,16.9,74,1
0.8,21.6,49,1
0.8,18.4,90,1
0.8,21.2,68,1
0.6,4.3,75,1
0.6,10.8,47,1
0.4,10.5,67,1
0.4,10.5,67,1
0.4,12.1,73,1
0.4,12.4,53,1
0.4,12.4,53,1
0.4,14.1,62,1
0.4,17.1,92,1
0.4,23,45,1
0.4,10.8,89,1
0.4,18,45,1
0.2,10.6,58,1
0.2,9.5,61,1
0.2,12.3,80,1
0.2,10.6,58,1
0.2,9.5,61,1
0.2,12.3,80,1
0.2,2.9,100,1
0.2,2.8,100,1
0.2,9.3,68,1
0.2,13.6,53,1
0.2,16.8,48,1
0.2,16.7,64,1
0.2,13.6,53,1
0.2,16.8,48,1
0.2,16.7,64,1
0.2,8.9,76,1
0.2,13.5,49,1
0.2,11.7,69,1
0.2,15.5,91,1
0.2,24.3,45,1
0.2,11.6,97,1
0.2,20.4,54,1
0.2,21.7,73,1
0.2,26.4,50,1
0.2,7.6,84,1
0.2,3.5,94,1
0.2,13,73,1
0.2,10.9,80,1
0.2,16.8,47,1
0.2,13.4,49,1
0.2,14.4,74,1
0.2,15.3,53,1
0,8.9,71,0
0,7.8,88,0
0,16,59,0
0,14.3,55,0
0,11.5,57,0
0,8.8,81,0
0,10.8,76,0
0,14.7,72,0
0,9.6,75,0
0,14.1,63,0
0,9.7,92,0
0,12.8,80,0
0,11,86,0
0,17.3,57,0
0,16.5,74,0
0,12.7,60,0
0,9.7,62,0
0,7.9,72,0
0,10.9,70,0
0,11.8,70,0
0,8.9,71,0
0,7.8,88,0
0,16,59,0
0,14.3,55,0
0,11.5,57,0
0,8.8,81,0
0,10.8,76,0
0,14.7,72,0
0,9.6,75,0
0,14.1,63,0
0,9.7,92,0
0,12.8,80,0
0,11,86,0
0,17.3,57,0
0,16.5,74,0
0,12.7,60,0
0,9.7,62,0
0,7.9,72,0
0,10.9,70,0
0,11.8,70,0
0,9.6,79,0
0,7.1,77,0
0,3.7,99,0
0,2.3,99,0
0,2.6,99,0
0,3.8,97,0
0,5.5,95,0
0,8.4,66,0
0,5.9,79,0
0,6.5,80,0
0,5.7,94,0
0,8.9,82,0
0,6.7,63,0
0,2.6,89,0
0,1.8,94,0
0,2.8,99,0
0,5.1,95,0
0,2.4,92,0
0,7.4,86,0
0,4.9,100,0
0,3.2,85,0
0,14.2,49,0
0,17.7,49,0
0,18.5,49,0
0,16.8,36,0
0,16,49,0
0,17.3,45,0
0,19.9,57,0
0,20.3,59,0
0,18.2,44,0
0,14.1,76,0
0,19.1,48,0
0,20.2,44,0
0,20.8,42,0
0,22.5,50,0
0,21.3,52,0
0,12.9,55,0
0,13.4,54,0
0,15.9,36,0
0,16.5,44,0
0,12.5,91,0
0,14.2,49,0
0,17.7,49,0
0,18.5,49,0
0,16.8,36,0
0,16,49,0
0,17.3,45,0
0,19.9,57,0
0,20.3,59,0
0,18.2,44,0
0,14.1,76,0
0,19.1,48,0
0,20.2,44,0
0,20.8,42,0
0,22.5,50,0
0,21.3,52,0
0,12.9,55,0
0,13.4,54,0
0,15.9,36,0
0,16.5,44,0
0,12.5,91,0
0,15,57,0
0,10.6,54,0
0,12.3,60,0
0,12.9,56,0
0,10.5,68,0
0,14.5,49,0
0,8,89,0
0,12.2,51,0
0,12.2,55,0
0,13.3,54,0
0,12.3,64,0
0,12.9,53,0
0,11.7,48,0
0,13.4,45,0
0,13.6,52,0
0,11,57,0
0,14,39,0
0,13.7,64,0
0,15.1,58,0
0,14.3,48,0
0,13.2,55,0
0,18.1,74,0
0,20,45,0
0,15.9,75,0
0,13.9,69,0
0,13.6,75,0
0,15,79,0
0,13.9,80,0
0,13.8,83,0
0,13.6,64,0
0,12.6,76,0
0,12.7,80,0
0,16.6,64,0
0,21.5,50,0
0,13.8,65,0
0,12.6,99,0
0,13.5,60,0
0,14.5,75,0
0,14.8,80,0
0,11.1,90,0
0,17,76,0
0,30.4,23,0
0,29.1,23,0
0,17.6,69,0
0,19.7,52,0
0,21.5,42,0
0,23.6,42,0
0,21.8,44,0
0,23.9,44,0
0,20.1,50,0
0,21.8,43,0
0,24.3,40,0
0,27.2,36,0
0,27.7,27,0
0,22.9,43,0
0,25.1,30,0
0,20.6,42,0
0,21.4,47,0
0,19.5,54,0
0,20.3,46,0
0,22.5,50,0
0,14.4,99,0
0,13.5,81,0
0,13.2,64,0
0,14.6,73,0
0,15.1,72,0
0,8.4,70,0
0,9.5,86,0
0,10.5,87,0
0,14.2,77,0
0,18.5,70,0
0,14.6,57,0
0,11.4,67,0
0,10.4,76,0
0,13,65,0
0,12.3,78,0
0,15.6,58,0
0,9.6,78,0
0,16.8,60,0
0,8.5,99,0
0,16.7,67,0
0,24.8,37,0
0,18,50,0
0,16.9,56,0
0,17,62,0
0,20,54,0
0,15.9,45,0
0,17,55,0
0,18.8,60,0
0,23.6,35,0
0,20.4,61,0
0,17.9,44,0
0,17.7,47,0
0,17.1,33,0
0,17.8,49,0
0,19.9,42,0
0,19.9,42,0
0,17.9,49,0
0,21.1,44,0
0,19.5,55,0
0,14.9,82,0
0,34.5,28,0
0,32.2,37,0
0,20.2,44,0
0,12.8,41,0
0,16.2,65,0
0,18.4,70,0
0,21.6,80,0
0,20.9,78,0
0,19.7,83,0
0,18.3,77,0
0,20.9,83,0
0,15.1,59,0
0,16.6,71,0
0,15.5,68,0
0,17.6,73,0
0,19.2,70,0
0,18.6,65,0
0,21.9,69,0
0,14.7,76,0
0,13.8,44,0
0,16.3,73,0
0,40.5,17,0
0,31.2,48,0
0,27.7,17,0
0,24,18,0
0,27.5,25,0
0,24.6,43,0
0,27.5,48,0
0,26.7,54,0
0,23.7,64,0
0,25.2,60,0
0,29.3,46,0
0,23.5,34,0
0,24.3,34,0
0,23.4,45,0
0,24.6,46,0
0,27.8,38,0
0,29.4,37,0
0,28.2,30,0
0,24.7,23,0
0,27.2,22,0
0,24.6,39,0
0,8,76,0
0,4.7,99,0
0,6,99,0
0,6.7,99,0
0,14.9,70,0
0,3.2,85,0
0,7.1,88,0
0,9.3,70,0
0,6.5,77,0
0,7.9,80,0
0,7.1,91,0
0,8.1,89,0
0,7.6,99,0
0,6.8,96,0
0,8.4,66,0
0,10.4,68,0
0,11.2,75,0
0,8,86,0
0,6.3,99,0
0,6.4,88,0
0,5,100,0
0,12.5,59,0
0,15,50,0
0,17.7,58,0
0,18.5,58,0
0,19.5,53,0
0,13.4,45,0
0,14.1,51,0
0,13.9,51,0
0,14.7,31,0
0,15.5,56,0
0,16.2,49,0
0,17,54,0
0,16.8,61,0
0,13.4,51,0
0,11.3,59,0
0,11.7,68,0
0,13.3,60,0
0,13,70,0
0,15.9,58,0
0,14,64,0
0,14.8,56,0
